gene_family,class,gene_length,Ls,Ls_keep,pi_s,thetaW_s,n_median,seg_s_sites,number_genomes
g011023,2fold,1173,194,65,0,0,6,0,6
g011028,4fold,1173,137,47,0.0425531914893617,0.0425531914893617,2,2,2
g011028,2fold,1173,189,71,0,0,2,0,2
g011035,4fold,1170,133,45,0,0,2,0,2
g011035,2fold,1170,209,78,0,0,2,0,2
g011036,4fold,1170,144,54,0,0,3,0,3
g011036,2fold,1170,198,82,0,0,3,0,3
g011037,4fold,1170,138,53,0,0,2,0,2
g011037,2fold,1170,205,76,0,0,2,0,2
g011042,4fold,1170,139,53,0,0,3,0,3
g011042,2fold,1170,201,78,0,0,3,0,3
g011043,4fold,1170,132,59,0,0,4,0,4
g011043,2fold,1170,202,78,0,0,4,0,4
g011055,4fold,1167,153,56,0,0,3,0,3
g011055,2fold,1167,179,63,0.0105820105820106,0.0105820105820106,3,1,3
g011062,4fold,1161,186,79,0,0,3,0,3
g011062,2fold,1161,160,62,0,0,3,0,3
g011063,4fold,1161,129,44,0,0,2,0,2
g011063,2fold,1161,205,88,0.0113636363636364,0.0113636363636364,2,1,2
g011064,4fold,1161,146,60,0,0,2,0,2
g011064,2fold,1161,196,75,0,0,2,0,2
g011066,4fold,1161,152,63,0,0,4,0,4
g011066,2fold,1161,193,79,0,0,4,0,4
g011071,4fold,1158,177,74,0,0,4,0,4
g011071,2fold,1158,167,63,0,0,4,0,4
g011075,4fold,1158,198,81,0,0,3,0,3
g011075,2fold,1158,154,51,0,0,3,0,3
g011076,4fold,1158,144,49,0,0,2,0,2
g011076,2fold,1158,209,75,0,0,2,0,2
g011082,4fold,1158,126,51,0,0,2,0,2
g011082,2fold,1158,207,80,0,0,2,0,2
g011087,4fold,1155,155,65,0,0,5,0,5
g011087,2fold,1155,184,78,0,0,5,0,5
g011089,4fold,1155,143,51,0,0,4,0,4
g011089,2fold,1155,194,68,0.00980392156862745,0.00802139037433155,4,1,4
g011092,4fold,1155,148,57,0,0,5,0,5
g011092,2fold,1155,195,81,0.00740740740740741,0.00592592592592593,5,1,5
g011096,4fold,1155,150,59,0,0,2,0,2
g011096,2fold,1155,190,73,0,0,2,0,2
g011098,4fold,1155,146,57,0,0,3,0,3
g011098,2fold,1155,196,71,0,0,3,0,3
g011099,4fold,1155,182,69,0.0072463768115942,0.00790513833992095,4,1,4
g011099,2fold,1155,155,59,0,0,4,0,4
g011103,4fold,1152,202,74,0,0,3,0,3
g011103,2fold,1152,134,53,0,0,3,0,3
g011113,4fold,1152,150,57,0,0,3,0,3
g011113,2fold,1152,187,73,0,0,3,0,3
g011116,4fold,1152,136,53,0,0,2,0,2
g011116,2fold,1152,201,77,0,0,2,0,2
g011118,4fold,1149,133,44,0,0,2,0,2
g011118,2fold,1149,208,91,0,0,2,0,2
g011121,4fold,1149,125,41,0.0487804878048781,0.0487804878048781,2,2,2
g011121,2fold,1149,209,63,0,0,2,0,2
g011128,4fold,1110,165,61,0,0,2,0,2
g011128,2fold,1110,163,69,0,0,2,0,2
g011133,4fold,1107,113,44,0.0227272727272727,0.0227272727272727,2,1,2
g011133,2fold,1107,205,82,0,0,2,0,2
g011134,4fold,1107,111,36,0,0,2,0,2
g011134,2fold,1107,210,84,0,0,2,0,2
g011135,4fold,1107,151,59,0,0,4,0,4
g011135,2fold,1107,175,67,0,0,4,0,4
g011141,4fold,1104,126,55,0,0,5,0,5
g011141,2fold,1104,191,69,0,0,5,0,5
g011143,4fold,1104,150,57,0,0,3,0,3
g011143,2fold,1104,187,65,0,0,3,0,3
g011146,4fold,1101,123,39,0,0,2,0,2
g011146,2fold,1101,192,77,0,0,2,0,2
g011149,4fold,1101,116,44,0,0,2,0,2
g011149,2fold,1101,207,81,0,0,2,0,2
g011152,4fold,1101,109,40,0,0,5,0,5
g011152,2fold,1101,203,81,0,0,5,0,5
g011154,4fold,1101,124,41,0,0,2,0,2
g011154,2fold,1101,188,73,0,0,2,0,2
g011161,4fold,1098,203,78,0,0,6,0,6
g011161,2fold,1098,133,55,0,0,6,0,6
g011162,4fold,1098,113,43,0,0,5,0,5
g011162,2fold,1098,196,81,0,0,5,0,5
g011163,4fold,1098,209,75,0,0,3,0,3
g011163,2fold,1098,131,48,0,0,3,0,3
g011166,4fold,1098,99,31,0,0,3,0,3
g011166,2fold,1098,216,98,0,0,3,0,3
g011168,4fold,1098,131,58,0,0,2,0,2
g011168,2fold,1098,197,81,0,0,2,0,2
g011179,4fold,1098,199,72,0,0,2,0,2
g011179,2fold,1098,137,57,0,0,2,0,2
g011184,4fold,1095,134,53,0,0,4,0,4
g011184,2fold,1095,186,68,0,0,4,0,4
g011185,4fold,1095,136,54,0,0,4,0,4
g011185,2fold,1095,186,74,0,0,4,0,4
g011186,4fold,1095,125,46,0,0,4,0,4
g011186,2fold,1095,195,83,0,0,4,0,4
g011187,4fold,1095,132,41,0,0,4,0,4
g011187,2fold,1095,193,72,0,0,4,0,4
g011188,4fold,1095,118,43,0,0,5,0,5
g011188,2fold,1095,197,74,0.0054054054054054,0.00648648648648649,5,1,5
g011200,4fold,1092,123,48,0,0,2,0,2
g011200,2fold,1092,190,80,0.0125,0.0125,2,1,2
g011204,4fold,1089,201,88,0,0,2,0,2
g011204,2fold,1089,125,40,0,0,2,0,2
g011208,4fold,1089,127,53,0,0,5,0,5
g011208,2fold,1089,188,70,0,0,5,0,5
g011210,4fold,1089,173,77,0,0,3,0,3
g011210,2fold,1089,149,54,0,0,3,0,3
g011229,4fold,1083,116,49,0,0,2,0,2
g011229,2fold,1083,198,76,0,0,2,0,2
g011230,4fold,1083,161,69,0,0,2,0,2
g011230,2fold,1083,159,66,0,0,2,0,2
g011231,4fold,1083,121,47,0,0,3,0,3
g011231,2fold,1083,194,85,0,0,3,0,3
g011235,4fold,1083,142,52,0,0,3,0,3
g011235,2fold,1083,151,62,0,0,3,0,3
g011244,4fold,1080,193,67,0,0,27,0,27
g011244,2fold,1080,126,59,0,0,27,0,27
g011258,4fold,1080,172,77,0,0,3,0,3
g011258,2fold,1080,129,53,0,0,3,0,3
g011261,4fold,1077,148,61,0,0,24,0,24
g011261,2fold,1077,174,74,0,0,24,0,24
g011262,4fold,1077,175,80,0,0,26,0,26
g011262,2fold,1077,144,67,0,0,26,0,26
g011268,4fold,1077,189,85,0,0,2,0,2
g011268,2fold,1077,141,62,0,0,2,0,2
g011270,4fold,1077,117,48,0,0,3,0,3
g011270,2fold,1077,196,83,0,0,3,0,3
g011291,4fold,1074,168,63,0.0105820105820106,0.0105820105820106,3,1,3
g011291,2fold,1074,152,59,0,0,3,0,3
g011294,4fold,1071,105,37,0,0,2,0,2
g011294,2fold,1071,206,87,0,0,2,0,2
g011310,4fold,1068,177,75,0,0,2,0,2
g011310,2fold,1068,149,54,0,0,2,0,2
g011311,4fold,1068,231,95,0,0,2,0,2
g011311,2fold,1068,96,40,0,0,2,0,2
g011314,4fold,1068,181,67,0,0,3,0,3
g011314,2fold,1068,146,62,0,0,3,0,3
g011318,4fold,1212,140,57,0.0105263157894737,0.00842105263157895,5,1,5
g011318,2fold,1212,200,68,0,0,5,0,5
g011319,4fold,1212,158,60,0,0,2,0,2
g011319,2fold,1212,174,62,0,0,2,0,2
g011322,4fold,1212,149,46,0,0,3,0,3
g011322,2fold,1212,190,66,0,0,3,0,3
g011327,4fold,1209,135,54,0,0,2,0,2
g011327,2fold,1209,197,73,0,0,2,0,2
g011329,4fold,1209,150,54,0,0,4,0,4
g011329,2fold,1209,187,68,0,0,4,0,4
g011331,4fold,1209,170,58,0,0,2,0,2
g011331,2fold,1209,177,68,0,0,2,0,2
g011332,4fold,1209,164,61,0.0109289617486339,0.0109289617486339,3,1,3
g011332,2fold,1209,186,64,0,0,3,0,3
g011339,4fold,1209,147,53,0,0,8,0,8
g011339,2fold,1209,212,78,0,0,8,0,8
g011348,4fold,1203,138,37,0,0,6,0,6
g011348,2fold,1203,198,78,0,0,6,0,6
g011353,4fold,1203,163,57,0,0,2,0,2
g011353,2fold,1203,197,70,0,0,2,0,2
g011362,4fold,1200,233,75,0,0,18,0,18
g011362,2fold,1200,111,31,0,0,18,0,18
g011375,4fold,1197,123,44,0,0,5,0,5
g011375,2fold,1197,229,72,0,0,5,0,5
g011378,4fold,1197,181,68,0,0,3,0,3
g011378,2fold,1197,165,62,0,0,3,0,3
g011380,4fold,1197,118,42,0,0,2,0,2
g011380,2fold,1197,242,99,0,0,2,0,2
g011397,4fold,1191,140,47,0,0,2,0,2
g011397,2fold,1191,210,78,0,0,2,0,2
g011415,4fold,1185,134,54,0,0,3,0,3
g011415,2fold,1185,193,69,0,0,3,0,3
g011420,4fold,1185,141,45,0,0,3,0,3
g011420,2fold,1185,212,73,0,0,3,0,3
g011455,4fold,1062,185,83,0,0,2,0,2
g011455,2fold,1062,136,64,0,0,2,0,2
g011456,4fold,1062,119,50,0,0,5,0,5
g011456,2fold,1062,191,75,0,0,5,0,5
g011458,4fold,1062,126,49,0,0,4,0,4
g011458,2fold,1062,194,83,0,0,4,0,4
g011467,4fold,1059,129,53,0.00823327615780446,0.00644183305938501,11,1,11
g011467,2fold,1059,179,72,0.00606060606060606,0.00474190489093619,11,1,11
g011469,4fold,1059,191,83,0,0,4,0,4
g011469,2fold,1059,134,59,0,0,4,0,4
g011471,4fold,1059,221,85,0,0,2,0,2
g011471,2fold,1059,98,43,0,0,2,0,2
g011479,4fold,1056,178,80,0,0,4,0,4
g011479,2fold,1056,142,58,0,0,4,0,4
g011488,4fold,1053,120,53,0,0,5,0,5
g011488,2fold,1053,178,63,0,0,5,0,5
g011490,4fold,1053,124,52,0,0,2,0,2
g011490,2fold,1053,184,73,0,0,2,0,2
g011496,4fold,1050,117,57,0,0,2,0,2
g011496,2fold,1050,197,80,0,0,2,0,2
g011497,4fold,1050,126,53,0,0,4,0,4
g011497,2fold,1050,167,73,0,0,4,0,4
g011501,4fold,1050,127,50,0,0,2,0,2
g011501,2fold,1050,162,67,0,0,2,0,2
g011502,4fold,1050,131,60,0,0,3,0,3
g011502,2fold,1050,154,62,0.010752688172043,0.010752688172043,3,1,3
g011512,4fold,1047,156,74,0,0,2,0,2
g011512,2fold,1047,156,71,0,0,2,0,2
g011514,4fold,1047,164,72,0,0,3,0,3
g011514,2fold,1047,148,64,0,0,3,0,3
g011529,4fold,1044,112,42,0,0,4,0,4
g011529,2fold,1044,202,88,0,0,4,0,4
g011530,4fold,1044,115,40,0,0,2,0,2
g011530,2fold,1044,191,84,0,0,2,0,2
g011533,4fold,1044,141,62,0,0,2,0,2
g011533,2fold,1044,169,71,0,0,2,0,2
g011538,4fold,1041,157,79,0,0,3,0,3
g011538,2fold,1041,162,73,0,0,3,0,3
g011550,4fold,1038,123,51,0,0,2,0,2
g011550,2fold,1038,175,65,0,0,2,0,2
g011552,4fold,1038,118,46,0,0,2,0,2
g011552,2fold,1038,177,75,0,0,2,0,2
g011557,4fold,1035,112,46,0,0,16,0,16
g011557,2fold,1035,173,83,0,0,16,0,16
g011558,4fold,1035,182,83,0,0,24,0,24
g011558,2fold,1035,130,61,0,0,24,0,24
g011565,4fold,1035,171,69,0.00579710144927536,0.00695652173913044,5,1,5
g011565,2fold,1035,136,54,0,0,5,0,5
g011575,4fold,1032,112,50,0,0,6,0,6
g011575,2fold,1032,189,80,0,0,6,0,6
g011576,4fold,1032,146,64,0,0,2,0,2
g011576,2fold,1032,162,71,0,0,2,0,2
g011577,4fold,1032,131,56,0,0,6,0,6
g011577,2fold,1032,174,76,0,0,6,0,6
g011580,4fold,1032,198,86,0,0,5,0,5
g011580,2fold,1032,101,43,0,0,5,0,5
g011585,4fold,1032,124,59,0.0112994350282486,0.0112994350282486,3,1,3
g011585,2fold,1032,175,66,0,0,3,0,3
g011589,4fold,1032,133,53,0.0188679245283019,0.0188679245283019,2,1,2
g011589,2fold,1032,170,76,0.0131578947368421,0.0131578947368421,2,1,2
g011592,4fold,1029,109,50,0,0,24,0,24
g011592,2fold,1029,194,76,0,0,24,0,24
g011594,4fold,1029,164,70,0,0,6,0,6
g011594,2fold,1029,140,73,0,0,6,0,6
g011595,4fold,1029,179,76,0,0,9,0,9
g011595,2fold,1029,137,51,0,0,9,0,9
g011600,4fold,1029,147,55,0,0,3,0,3
g011600,2fold,1029,157,67,0,0,3,0,3
g011602,4fold,1029,132,61,0,0,3,0,3
g011602,2fold,1029,173,71,0,0,3,0,3
g011612,4fold,1026,163,72,0,0,3,0,3
g011612,2fold,1026,142,72,0,0,3,0,3
g011614,4fold,1026,96,49,0,0,5,0,5
g011614,2fold,1026,203,84,0,0,5,0,5
g011615,4fold,1026,117,50,0,0,2,0,2
g011615,2fold,1026,183,78,0,0,2,0,2
g011618,4fold,1026,130,56,0,0,4,0,4
g011618,2fold,1026,170,66,0,0,4,0,4
g011624,4fold,1023,104,51,0,0,2,0,2
g011624,2fold,1023,197,88,0,0,2,0,2
g011630,4fold,1023,107,51,0,0,2,0,2
g011630,2fold,1023,191,89,0,0,2,0,2
g011631,4fold,1023,135,54,0,0,7,0,7
g011631,2fold,1023,175,80,0,0,7,0,7
g011643,4fold,1020,152,65,0,0,5,0,5
g011643,2fold,1020,145,50,0,0,5,0,5
g011645,4fold,1020,156,62,0,0,4,0,4
g011645,2fold,1020,151,62,0,0,4,0,4
g011646,4fold,1020,129,53,0.0377358490566038,0.0377358490566038,2,2,2
g011646,2fold,1020,170,63,0.0317460317460317,0.0317460317460317,2,2,2
g011648,4fold,1020,121,48,0,0,3,0,3
g011648,2fold,1020,173,69,0,0,3,0,3
g011652,4fold,1017,147,71,0,0,2,0,2
g011652,2fold,1017,156,61,0,0,2,0,2
g011653,4fold,1017,112,56,0,0,6,0,6
g011653,2fold,1017,185,76,0,0,6,0,6
g011655,4fold,1017,187,72,0,0,2,0,2
g011655,2fold,1017,121,58,0,0,2,0,2
g011664,4fold,1014,131,47,0,0,2,0,2
g011664,2fold,1014,178,78,0,0,2,0,2
g011672,4fold,1011,118,46,0,0,3,0,3
g011672,2fold,1011,161,74,0,0,3,0,3
g011673,4fold,1011,124,56,0,0,2,0,2
g011673,2fold,1011,170,75,0,0,2,0,2
g011679,4fold,1008,141,61,0,0,2,0,2
g011679,2fold,1008,163,70,0,0,2,0,2
g011680,4fold,1008,139,66,0,0,3,0,3
g011680,2fold,1008,134,58,0,0,3,0,3
g011683,4fold,1008,113,51,0,0,2,0,2
g011683,2fold,1008,172,77,0,0,2,0,2
g011688,4fold,1008,107,34,0,0,6,0,6
g011688,2fold,1008,191,77,0,0,6,0,6
g011699,4fold,1005,125,56,0,0,5,0,5
g011699,2fold,1005,175,66,0,0,5,0,5
g011704,4fold,1005,156,61,0,0,2,0,2
g011704,2fold,1005,145,58,0,0,2,0,2
g011705,4fold,1005,82,36,0,0,6,0,6
g011705,2fold,1005,205,88,0,0,6,0,6
g011713,4fold,1005,152,59,0,0,3,0,3
g011713,2fold,1005,150,66,0,0,3,0,3
g011715,4fold,1002,99,43,0,0,2,0,2
g011715,2fold,1002,177,73,0,0,2,0,2
g011718,4fold,1002,131,59,0,0,6,0,6
g011718,2fold,1002,175,76,0,0,6,0,6
g011720,4fold,1002,109,40,0,0,2,0,2
g011720,2fold,1002,180,68,0,0,2,0,2
g011727,4fold,999,144,52,0.0192307692307692,0.0192307692307692,2,1,2
g011727,2fold,999,156,65,0.0153846153846154,0.0153846153846154,2,1,2
g011729,4fold,999,114,48,0,0,6,0,6
g011729,2fold,999,187,77,0,0,6,0,6
g011731,4fold,999,128,50,0,0,2,0,2
g011731,2fold,999,171,73,0,0,2,0,2
g011738,4fold,996,113,49,0,0,4,0,4
g011738,2fold,996,170,78,0,0,4,0,4
g011742,4fold,996,165,75,0,0,5,0,5
g011742,2fold,996,114,49,0,0,5,0,5
g011746,4fold,996,115,50,0,0,2,0,2
g011746,2fold,996,179,81,0,0,2,0,2
g011749,4fold,996,124,50,0.02,0.02,2,1,2
g011749,2fold,996,169,71,0,0,2,0,2
g011751,4fold,993,113,47,0,0,16,0,16
g011751,2fold,993,176,75,0,0,16,0,16
g011754,4fold,993,123,62,0,0,3,0,3
g011754,2fold,993,172,83,0,0,3,0,3
g011756,4fold,993,125,63,0,0,2,0,2
g011756,2fold,993,167,66,0,0,2,0,2
g011762,4fold,990,108,47,0,0,5,0,5
g011762,2fold,990,180,80,0,0,5,0,5
g011767,4fold,990,183,75,0,0,5,0,5
g011767,2fold,990,118,51,0,0,5,0,5
g011768,4fold,990,101,43,0,0,3,0,3
g011768,2fold,990,197,95,0,0,3,0,3
g011779,4fold,987,120,51,0.00784313725490196,0.00941176470588235,5,1,5
g011779,2fold,987,164,78,0,0,5,0,5
g011791,4fold,984,183,74,0,0,2,0,2
g011791,2fold,984,109,61,0,0,2,0,2
g011800,4fold,981,133,67,0.00271370420624152,0.00509577839025978,11,1,11
g011800,2fold,981,159,62,0,0,11,0,11
g011803,4fold,981,151,65,0.00769230769230769,0.00839160839160839,4,1,4
g011803,2fold,981,145,72,0,0,4,0,4
g011810,4fold,981,125,57,0,0,3,0,3
g011810,2fold,981,166,73,0,0,3,0,3
g011812,4fold,981,147,63,0,0,2,0,2
g011812,2fold,981,154,56,0,0,2,0,2
g011817,4fold,978,128,50,0,0,17,0,17
g011817,2fold,978,156,69,0,0,17,0,17
g011820,4fold,978,107,42,0,0,2,0,2
g011820,2fold,978,171,81,0,0,2,0,2
g011821,4fold,978,126,50,0,0,2,0,2
g011821,2fold,978,150,70,0,0,2,0,2
g011828,4fold,975,147,74,0.00242792415003765,0.00485726932815564,147,2,147
g011828,2fold,975,145,60,0,0,147,0,147
g011839,4fold,972,118,50,0,0,2,0,2
g011839,2fold,972,167,76,0,0,2,0,2
g011840,4fold,972,121,53,0,0,3,0,3
g011840,2fold,972,143,57,0,0,3,0,3
g011849,4fold,969,124,60,0,0,5,0,5
g011849,2fold,969,149,69,0,0,5,0,5
g011856,4fold,966,131,57,0,0,2,0,2
g011856,2fold,966,159,66,0,0,2,0,2
g011863,4fold,966,104,42,0,0,3,0,3
g011863,2fold,966,179,78,0,0,3,0,3
g011866,4fold,966,82,43,0,0,2,0,2
g011866,2fold,966,191,81,0,0,2,0,2
g011872,4fold,963,88,46,0,0,2,0,2
g011872,2fold,963,190,77,0,0,2,0,2
g011875,4fold,963,167,68,0,0,2,0,2
g011875,2fold,963,117,51,0,0,2,0,2
g011882,4fold,960,139,66,0.00808080808080808,0.006635700066357,6,1,6
g011882,2fold,960,145,65,0,0,6,0,6
g011885,4fold,960,157,63,0,0,2,0,2
g011885,2fold,960,135,63,0,0,2,0,2
g011886,4fold,960,85,36,0,0,2,0,2
g011886,2fold,960,187,79,0,0,2,0,2
g011890,4fold,960,183,88,0,0,2,0,2
g011890,2fold,960,108,55,0,0,2,0,2
g011903,4fold,954,121,56,0,0,2,0,2
g011903,2fold,954,167,77,0,0,2,0,2
g011907,4fold,954,104,46,0,0,5,0,5
g011907,2fold,954,176,82,0,0,5,0,5
g011914,4fold,951,98,39,0,0,5,0,5
g011914,2fold,951,185,71,0.0112676056338028,0.0135211267605634,5,2,5
g011932,4fold,948,151,73,0,0,8,0,8
g011932,2fold,948,135,62,0,0,8,0,8
g011937,4fold,948,153,69,0,0,3,0,3
g011937,2fold,948,133,64,0,0,3,0,3
g011944,4fold,945,103,48,0,0,25,0,25
g011944,2fold,945,173,79,0,0,25,0,25
g011950,4fold,945,154,79,0,0,4,0,4
g011950,2fold,945,131,58,0,0,4,0,4
g011958,4fold,942,140,57,0,0,5,0,5
g011958,2fold,942,135,53,0,0,5,0,5
g011960,4fold,942,132,74,0,0,4,0,4
g011960,2fold,942,142,69,0,0,4,0,4
g011967,4fold,939,109,43,0,0,4,0,4
g011967,2fold,939,161,68,0,0,4,0,4
g011968,4fold,939,153,84,0,0,6,0,6
g011968,2fold,939,124,58,0,0,6,0,6
g011972,4fold,939,132,64,0,0,2,0,2
g011972,2fold,939,144,59,0,0,2,0,2
g011977,4fold,939,154,67,0,0,5,0,5
g011977,2fold,939,129,56,0,0,5,0,5
g011984,4fold,936,166,76,0,0,24,0,24
g011984,2fold,936,108,47,0,0,24,0,24
g011985,4fold,936,124,46,0,0,26,0,26
g011985,2fold,936,147,74,0,0,26,0,26
g011988,4fold,936,153,74,0.00643500643500644,0.00551571980143409,7,1,7
g011988,2fold,936,123,54,0.00529100529100529,0.00755857898715042,7,1,7
g011990,4fold,936,110,51,0,0,2,0,2
g011990,2fold,936,158,81,0,0,2,0,2
g011992,4fold,936,112,54,0,0,6,0,6
g011992,2fold,936,159,63,0,0,6,0,6
g011995,4fold,936,100,46,0,0,2,0,2
g011995,2fold,936,180,85,0,0,2,0,2
g012000,4fold,936,132,67,0,0,2,0,2
g012000,2fold,936,151,57,0,0,2,0,2
g012011,4fold,933,105,47,0,0,9,0,9
g012011,2fold,933,165,80,0,0,9,0,9
g012041,4fold,867,123,63,0,0,2,0,2
g012041,2fold,867,133,63,0,0,2,0,2
g012043,4fold,867,96,54,0,0,2,0,2
g012043,2fold,867,150,73,0,0,2,0,2
g012045,4fold,867,128,68,0,0,2,0,2
g012045,2fold,867,131,63,0,0,2,0,2
g012061,4fold,864,154,71,0,0,13,0,13
g012061,2fold,864,107,53,0,0,13,0,13
g012062,4fold,864,110,50,0,0,6,0,6
g012062,2fold,864,145,77,0,0,6,0,6
g012065,4fold,864,107,55,0,0,6,0,6
g012065,2fold,864,144,75,0,0,6,0,6
g012067,4fold,864,83,45,0.0444444444444444,0.0444444444444444,2,2,2
g012067,2fold,864,167,91,0.010989010989011,0.010989010989011,2,1,2
g012072,4fold,864,114,54,0,0,3,0,3
g012072,2fold,864,139,63,0,0,3,0,3
g012081,4fold,861,142,66,0,0,5,0,5
g012081,2fold,861,120,59,0,0,5,0,5
g012090,4fold,861,97,45,0,0,2,0,2
g012090,2fold,861,151,77,0,0,2,0,2
g012091,4fold,861,149,69,0,0,2,0,2
g012091,2fold,861,106,59,0,0,2,0,2
g012104,4fold,855,107,52,0,0,2,0,2
g012104,2fold,855,147,63,0,0,2,0,2
g012114,4fold,852,134,74,0,0,10,0,10
g012114,2fold,852,121,57,0.00974658869395712,0.00620150460314062,10,1,10
g012118,4fold,852,164,78,0,0,2,0,2
g012118,2fold,852,81,33,0,0,2,0,2
g012124,4fold,849,85,35,0,0,2,0,2
g012124,2fold,849,163,72,0,0,2,0,2
g012136,4fold,849,100,51,0,0,2,0,2
g012136,2fold,849,147,73,0,0,2,0,2
g012140,4fold,846,169,80,0,0,31,0,31
g012140,2fold,846,99,47,0,0,31,0,31
g012149,4fold,846,99,52,0,0,3,0,3
g012149,2fold,846,144,72,0,0,3,0,3
g012161,4fold,843,136,75,0,0,6,0,6
g012161,2fold,843,109,54,0,0,6,0,6
g012162,4fold,843,109,59,0,0,4,0,4
g012162,2fold,843,144,71,0,0,4,0,4
g012175,4fold,840,148,69,0,0,26,0,26
g012175,2fold,840,101,50,0.00153846153846154,0.00524114758819873,26,1,26
g012177,4fold,840,136,65,0,0,4,0,4
g012177,2fold,840,112,50,0,0,4,0,4
g012179,4fold,840,90,51,0,0,5,0,5
g012179,2fold,840,151,72,0,0,5,0,5
g012181,4fold,840,117,57,0,0,2,0,2
g012181,2fold,840,122,62,0,0,2,0,2
g012188,4fold,837,120,54,0,0,2,0,2
g012188,2fold,837,125,67,0,0,2,0,2
g012190,4fold,837,108,43,0,0,2,0,2
g012190,2fold,837,141,73,0,0,2,0,2
g012194,4fold,837,163,100,0,0,2,0,2
g012194,2fold,837,92,50,0,0,2,0,2
g012195,4fold,837,127,77,0,0,2,0,2
g012195,2fold,837,126,67,0,0,2,0,2
g012196,4fold,837,22,11,0,0,24,0,24
g012196,2fold,837,11,8,0,0,24,0,24
g012213,4fold,834,106,58,0,0,3,0,3
g012213,2fold,834,142,70,0,0,3,0,3
g012217,4fold,834,141,74,0,0,2,0,2
g012217,2fold,834,105,51,0,0,2,0,2
g012223,4fold,831,118,64,0,0,4,0,4
g012223,2fold,831,125,72,0,0,4,0,4
g012224,4fold,831,130,70,0,0,2,0,2
g012224,2fold,831,119,61,0,0,2,0,2
g012225,4fold,831,100,51,0,0,8,0,8
g012225,2fold,831,148,76,0,0,8,0,8
g012228,4fold,831,102,54,0,0,2,0,2
g012228,2fold,831,141,72,0,0,2,0,2
g012238,4fold,828,95,48,0,0,56,0,56
g012238,2fold,828,148,84,0.00160791589363018,0.0025915905295302,56,1,56
g012246,4fold,828,87,54,0,0,9,0,9
g012246,2fold,828,139,72,0.00308641975308642,0.00511023507081326,9,1,9
g012258,4fold,825,147,73,0,0,2,0,2
g012258,2fold,825,105,55,0,0,2,0,2
g012288,4fold,819,85,47,0.00287372202265819,0.00463177881873482,56,1,56
g012288,2fold,819,153,70,0.00192949907235622,0.00310990863543624,56,1,56
g012289,4fold,819,90,47,0,0,2,0,2
g012289,2fold,819,149,78,0,0,2,0,2
g012290,4fold,819,128,65,0,0,15,0,15
g012290,2fold,819,122,60,0,0,15,0,15
g012293,4fold,819,139,82,0.00813008130081301,0.00813008130081301,3,1,3
g012293,2fold,819,110,61,0,0,3,0,3
g012299,4fold,819,89,50,0,0,2,0,2
g012299,2fold,819,149,83,0,0,2,0,2
g012301,4fold,819,147,83,0,0,4,0,4
g012301,2fold,819,102,51,0,0,4,0,4
g012307,4fold,816,133,71,0,0,15,0,15
g012307,2fold,816,93,44,0,0,15,0,15
g012325,4fold,813,123,64,0,0,5,0,5
g012325,2fold,813,115,54,0,0,5,0,5
g012327,4fold,813,92,48,0,0,4,0,4
g012327,2fold,813,143,67,0,0,4,0,4
g012341,4fold,810,105,57,0,0,13,0,13
g012341,2fold,810,140,83,0,0,13,0,13
g012343,4fold,810,117,61,0,0,15,0,15
g012343,2fold,810,124,69,0,0,15,0,15
g012347,4fold,810,96,49,0,0,6,0,6
g012347,2fold,810,142,70,0,0,6,0,6
g012358,4fold,807,132,62,0.00675883256528418,0.00496039461593736,15,1,15
g012358,2fold,807,99,57,0,0,15,0,15
g012369,4fold,804,137,72,0,0,38,0,38
g012369,2fold,804,109,62,0,0,38,0,38
g012373,4fold,804,77,45,0,0,2,0,2
g012373,2fold,804,160,87,0,0,2,0,2
g012375,4fold,804,143,87,0.00208986415882968,0.00392433508215409,11,1,11
g012375,2fold,804,101,48,0,0,11,0,11
g012380,4fold,804,85,52,0,0,3,0,3
g012380,2fold,804,152,84,0,0,3,0,3
g012381,4fold,804,149,78,0.014957264957265,0.013986013986014,4,2,4
g012381,2fold,804,89,45,0,0,4,0,4
g012414,4fold,795,120,72,0,0,6,0,6
g012414,2fold,795,102,55,0,0,6,0,6
g012435,4fold,792,79,47,0,0,5,0,5
g012435,2fold,792,150,82,0,0,5,0,5
g012438,4fold,792,94,45,0,0,2,0,2
g012438,2fold,792,140,72,0,0,2,0,2
g012461,4fold,786,151,87,0,0,2,0,2
g012461,2fold,786,92,50,0,0,2,0,2
g012467,4fold,903,158,81,0,0,8,0,8
g012467,2fold,903,120,60,0,0,8,0,8
g012477,4fold,900,177,78,0,0,6,0,6
g012477,2fold,900,98,42,0,0,6,0,6
g012479,4fold,900,173,79,0.0126582278481013,0.0126582278481013,2,1,2
g012479,2fold,900,108,53,0,0,2,0,2
g012484,4fold,900,167,84,0.00793650793650794,0.00793650793650794,3,1,3
g012484,2fold,900,100,49,0,0,3,0,3
g012505,4fold,897,130,66,0,0,16,0,16
g012505,2fold,897,134,65,0,0,16,0,16
g012506,4fold,897,102,44,0,0,16,0,16
g012506,2fold,897,159,74,0,0,16,0,16
g012508,4fold,897,121,58,0,0,2,0,2
g012508,2fold,897,141,69,0,0,2,0,2
g012509,4fold,897,166,73,0,0,7,0,7
g012509,2fold,897,103,41,0,0,7,0,7
g012512,4fold,897,171,73,0,0,3,0,3
